sentence1,sentence2,score
"We estimate that we have more than 80% of the program implemented, as measured in users.",We estimate that we have more than 80% of our users on the program and will continue to implement additional locations and functionality over the coming years.,0
"If the demand for our products is not consistent with our expectations, underutilization of our manufacturing facilities may have a material adverse effect on average selling prices, our gross margin and other operating results.",Underutilization of our manufacturing facilities can adversely affect our gross margin and other operating results.,0
"In addition to the Dodd-Frank Act described previously, bank regulatory agencies and international regulatory consultative bodies have proposed or are considering new regulations and requirements, some of which may be imposed without formal promulgation.","Bank regulatory agencies and international regulatory consultative bodies have proposed or are considering new regulations and requirements, some of which may be imposed without formal promulgation.",1
"Such a disruption or breach could also result in unauthorized access to our proprietary information, intellectual property and business secrets.","Such incidents could result in confidential, personal or proprietary information being lost or stolen, used to perpetuate fraud, maliciously made public, surreptitiously modified, or rendered inaccessible for a period of time.",0
"Furthermore, we cannot predict the impact that “best interest” standards recently proposed by various regulators may have on our business, results of operations, or financial condition.","We may not be able to predict or assess the effects of these changes, and they may harm our financial condition or results of operations.",0
"Our competitors in the secondary ticket sales market are not, to our knowledge, bound by similar restrictions.","While there are certain state laws that now ban such speculative ticket listings, we do not believe our competitors in the secondary ticket sales market are subject to the same restrictions or required to make the same disclosures required of us, though we believe the FTC has reached out to various other secondary ticketing marketplaces to ensure they state that the website is a resale website and prices could exceed face value.",0
"Additionally, supply of and/or costs of raw materials may be negatively impacted by trade protection policies, such as tariffs, and/or escalating trade tensions, particularly with countries in Asia.","Additionally, supply and costs of raw materials may be negatively impacted by trade and/or national security protection policies, such as tariffs, or actions by governments that limit or prevent us from transacting business with certain companies or that limit or prevent certain companies from transacting business with us, or escalating trade tensions, particularly with countries in Asia.",0
"In addition, the price of many of these raw materials, including gold and copper, continues to fluctuate.","In addition, the prices of many of these raw materials continue to fluctuate.",1
"In addition, the acquisitions of Amplify and Pirate Brands are important steps in our journey to expand our breadth in snacking, as they should enable us to bring scale and category management capabilities to a key sub-segment of the warehouse snack aisle.","In addition, these acquisitions are important steps in our journey to expand our breadth in snacking, as they should enable us to bring scale and category management capabilities to a key sub-segment of the warehouse snack aisle.",1
"We are susceptible to losses and interruptions caused by hurricanes (particularly in Florida, where we have 46 offices and our headquarters, as well as in Texas, where we have 14 offices.","We are susceptible to losses and interruptions caused by hurricanes (particularly in Florida, where we have 52 offices and our headquarters, as well as in Texas, where we have 20 offices), earthquakes (including in California, where we have 29 offices), power shortages, telecommunications failures, water shortages, floods, fire, extreme weather conditions, geopolitical events such as terrorist acts and other natural or man-made disasters.",0
"The United Kingdom (UK) is scheduled to formally leave the European Union (EU) on March 29, 2019.","The United Kingdom (UK) formally left the European Union (EU) on January 31, 2020.",0
"This tax exemption expires June 26, 2022, the date our subconcession agreement expires.","These tax arrangements expire on June 26, 2022.",1
Insurance coverage is maintained in certain instances to limit the exposure arising from catastrophic events.,Insurance coverage is maintained in certain instances to limit exposures arising from very large losses.,0
"Security breaches or system failures of our infrastructure, whether due to attacks by hackers, employee error, or other causes, can create system disruptions, shutdowns, or unauthorized disclosure of confidential information.","Nevertheless, despite continued vigilance in these areas, security breaches or system failures of our infrastructure, whether due to attacks by hackers, employee error, or other causes, can create system disruptions, shutdowns, transaction errors, or unauthorized disclosure of confidential information.",0
"A continued shift to passive investing could reduce demand for the services of active investment managers and consequently, the demand of our clients for our services.","A continued shift to passive investing, resulting in an increased outflow to passively managed index funds, could reduce demand for the services of active investment managers and consequently, the demand of our clients for our services.",0
"And, we collect and store certain personal and financial information from customers and employees.","We possess valuable proprietary information, including copyrights, trade secrets and other intellectual property and, we collect and store certain personal and financial information from customers and employees.",0
"Additionally, we rely on software applications, enterprise cloud storage systems and cloud computing services provided by third-party vendors, and our business may be adversely affected by service disruptions in or security breaches to such third-party systems.","Additionally, we rely on software applications, enterprise cloud storage systems and cloud computing services provided by third-party vendors.",0
"The exit of the U.K. from the EU without agreement on matters such as trade, customs, financial services and the movement of goods and people between the EU and the U.K. could adversely impact the demand for air travel in the U.K. and increase costs for us and our joint venture partners.","Currently, it is uncertain what will be the terms of the future relationship between the U.K. and the European Union on matters such as trade, customs, financial services and the movement of goods and people.",0
Decreased competition could negatively impact results through a decline in market liquidity.,A decline in market liquidity could also negatively impact financial results.,1
PayPal (Europe) principally offers its services in EU countries through a “passport” notification process through the Luxembourg regulator to regulators in other EU member states pursuant to EU regulations.,PayPal principally offers its services in EEA countries through a “passport” notification process through the Luxembourg regulator (in the case of PayPal (Europe)) or the Swedish regulator (in the case of iZettle AB) to regulators in other EEA member states in accordance with EU regulations.,1
"Such attacks could include the use of key loggers or other harmful and virulent malware, including ransomware or other denials of service, and can be deployed through malicious websites, the use of social engineering and/or other means.","Such attacks could include the use of harmful and virulent malware, including ransomware or other denials of service, and can be deployed through various means including the software supply chain, e-mail, malicious websites and the use of social engineering.",1
"In addition, a continuing industry shift to free-to-play games could result in a deprioritization of our other products by traditional retailers and distributors.","In addition, a continuing industry shift to free‑to‑play games could result in fewer consumers of premium versions of our games.",1
The Company typically self-insures a substantial portion of insurance losses in excess of the base deductibles.,These self-insurance retentions can be a material portion of insurance losses in excess of the base deductibles.,1
There is also the possibility that we will fail to accurately identify the appropriate economic indicators or that we will fail to accurately estimate their impacts.,There is also the possibility that we will fail to accurately identify the appropriate economic indicators or that we will fail to accurately estimate their impacts to our borrowers and the reserves that we hold.,1
"Virtually all of our sales are derived from our energy drinks, including our Monster Energy® brand energy drinks and our Strategic Brand energy drinks acquired from TCCC in 2015.","Virtually all of our sales are derived from our energy drinks, including our Monster Energy® brand energy drinks, our Reign Total Body FuelTM energy drinks and our Strategic Brands energy drinks (including our affordable brand energy drinks, principally Predator®).",1
"These rules, many of which are currently in an implementation period, will increase BlackRock’s public reporting and disclosure requirements, which could be costly and may impede BlackRock’s growth.","These rules increase, and any additional rules or regulatory initiatives resulting from the SEC's efforts may increase, BlackRock’s public reporting and disclosure requirements, which could be costly and may impede BlackRock’s growth.",0
"Longer term, the ongoing negotiations regarding the future terms of the U.K.’s relationship with the E.U.","Longer term, the ongoing uncertainty regarding the future terms of the U.K.’s relationship with the E.U.",0
"A total of 6,700,000 shares of common stock were reserved for issuance under the 2014 Omnibus Incentive Plan, of which 1,143,702 shares of common stock remain available for future issuance at August 21, 2018.","A total of 15,600,000 shares of our Common Stock were reserved for issuance under our 2018 Omnibus Incentive Plan, subject to adjustment for retired and post-June 30, 2018 awards under the prior 2014 Omnibus Incentive Plan.",1
"Also, we must make distributions to stockholders aggregating annually at least 90% of our net taxable income, excluding capital gains, and we will be subject to U.S. federal corporate income tax to the extent we distribute less than 100% of our net taxable income including capital gains.","Also, we must make distributions to stockholders aggregating annually at least 90% of our REIT taxable income, determined without regard to the dividends paid deduction and excluding net capital gains, and we will be subject to U.S. federal corporate income tax to the extent we distribute less than 100% of our REIT taxable income, without regard to the dividends paid deduction and including net capital gains.",1
"Efforts by us and our vendors to develop, implement and maintain security measures may not be successful in preventing these events from occurring, and any network and information systems-related events could require us to expend significant resources to remedy such event.","Efforts by us and our vendors to develop, implement and maintain security measures, including malware and anti-virus software and controls, may not be successful in preventing these events from occurring, and any network and information systems-related events could require us to expend significant resources to remedy such event.",0
"We periodically review the adequacy of these reserves and if future experience differs significantly from assumptions, adjustments to reserves and amortization of deferred policy acquisition costs (“DAC”) may be required that could have a material effect on our results of operations.","If experience differs significantly from assumptions, adjustments to reserves and amortization of DAC may be required that could have a material adverse effect on our results of operations and financial condition.",1
"In addition, any violations of law may result in civil or criminal penalties against us and our officers, or the prohibition against us providing money transmitter services in particular jurisdictions.","In addition, any violations of law may result in civil or criminal penalties against us and our officers, or the prohibition against us providing merchant acquiring, money transmitter services or prepaid programs in particular jurisdictions.",0
"From time to time, the Company makes strategic acquisitions and divestitures  such as its acquisition of the Wirtgen Group  or participates in joint ventures.","From time to time, the Company makes strategic acquisitions and divestitures or participates in joint ventures.",1
"In 2018, the European Union proposed rules to target the plastic products most often found on beaches and in seas.","In 2018, the European Union adopted a strategy for plastics in a circular economy that aims to increase significantly the recycling of plastic and target the plastic products most often found on beaches and in seas.",0
"As indicated below, we have and will continue to have a significant amount of indebtedness relative to our deficit.","As indicated below, we have and will continue to have a significant amount of indebtedness.",1
"On June 21, 2018, the Fifth Circuit entered a mandate to officially vacate the fiduciary rule and related prohibited transactions, and we believe this mandate resulted in the law governing fiduciary investment advice returning to that in existence prior to June 9, 2017.","Following the Fifth Circuit Court of Appeals decision to vacate the DOL fiduciary rule, we maintained policies and procedures established for compliance with the fiduciary rule that are intended to ensure interactions with retirement plan participants are educational in nature, helping individuals make their own informed decisions related to investment of plan assets and distribution options.",0
We use a broad range of raw and organic materials and other items from third party vendors in the design and manufacture of our products.,"We use a broad range of raw and organic materials and other items from third party vendors in the design, manufacture and sterilization of our products.",1
"If we are unable to timely and appropriately respond to competitive pressures, our business, financial position and results of operations could be adversely affected.","If we are unable to timely and appropriately respond to competitive pressures, we could be adversely affected.",1
"•We believe there remains significant opportunity to expand our business into major markets, including China, and we are in the process of such expansion efforts.",•We believe there remains significant opportunity to expand our business into major geographic and product markets (including China and ESG) and we are in the process of such expansion efforts.,0
"Some of these competitors have greater financial and other resources than we have, and thus may have an advantage in securing production capacity.","Some of these competitors may place larger orders than we do, and thus may have an advantage in securing production capacity.",1
"Nonetheless, globally, attacks on information technology systems continue to grow in frequency, complexity and sophistication, and we are regularly targeted by unauthorized parties using malicious tactics, code and viruses.","Nonetheless, the global environment grows increasingly hostile as attacks on information technology systems continue to grow in frequency, complexity and sophistication, and we are regularly targeted by unauthorized parties using malicious tactics, code and viruses.",0
"In addition, we might fail to anticipate consumer preferences with respect to dietary trends or purchasing behaviors, invest sufficiently in maintaining, extending and expanding our brand image or achieve the desired efforts of our marketing efforts.","Accordingly, we might fail to anticipate consumer preferences with respect to dietary trends or purchasing behaviors, invest sufficiently in maintaining, extending and expanding our brand image or achieve the desired efforts of our marketing efforts or use data-driven marketing and advertising to reach consumers at the right time with the right message.",0
"Also, our ability to successfully realize our growth strategy is dependent in part on our ability to identify, attract and retain new distributors at all layers of our distribution platform, and we cannot be certain that we will be successful in these efforts.","Also, our ability to successfully realize our growth strategy is dependent in part on our ability to identify, attract and retain new distributors at all layers of our distribution platform, including increasing the number of energy storage distributors, and we cannot be certain that we will be successful in these efforts.",0
"In addition, we have entered into a revolving credit agreement that provides for a $500 million unsecured revolving credit facility.","In addition, we have entered into a revolving credit agreement that provides for a $750 million unsecured revolving credit facility.",1
These issues may either extend coverage beyond our underwriting intent or increase the frequency or severity of claims.,"In addition, these and other social, economic and environmental issues may either extend coverage beyond our underwriting intent or increase the frequency or severity of claims.",1
The loss of the services of key personnel or the failure to manage our Chief Executive Officer transition could have a material adverse effect on our business.,The loss of the services of key personnel could have a material adverse effect on our business.,0
"Because of the investment we have located in California, a downturn in California’s economy or real estate conditions could adversely affect our business.","Because of the investment we have located in California, a downturn in California’s economy or real estate conditions, including state income tax and property tax laws, could adversely affect our business.",0
"We are subject to income taxes in the U.K., U.S. and many other jurisdictions.","We are, and anticipate we will be, subject to income taxes in the U.K., U.S., Ireland and many other jurisdictions.",0
Our homebuilding revolving credit facility contains financial covenants requiring the maintenance of a maximum allowable ratio of debt to tangible net worth and a borrowing base restriction if our ratio of debt to tangible net worth exceeds a certain level.,Our homebuilding revolving credit facility contains financial covenants requiring the maintenance of a maximum allowable leverage ratio and a borrowing base restriction if our leverage ratio exceeds a certain level.,1
"Our Yoki, Mountain High, Progresso, Food Should Taste Good, and Green Giant brands have experienced declining business performance, and we will continue to monitor these businesses.","Our Pillsbury, Yoki, and Progresso brands have experienced declining business performance, and we continue to monitor these businesses.",0
The success of these efforts is not assured and lower levels of productivity could reduce profitability.,The success of these efforts is not assured and targeted savings may not be realized.,1
"Nevertheless, several states where we operate, including Wyoming, have already imposed venting and flaring limitations designed to reduce methane emissions from oil and gas exploration and production activities.","Nevertheless, several states where we operate, including Wyoming and New Mexico, have already imposed, or stated intentions to impose, laws or regulations designed to reduce methane emissions from oil and gas exploration and production activities.",0
"In atopic dermatitis, Pfizer's Eucrisa, a topical ointment, competes with Dupixent and there are several other topical agents in development.","In atopic dermatitis, there are several topical ointments or agents either approved or in development.",0
"There can be no assurance that our efforts to increase selling prices, such as our recently announced plans to increase net selling prices across a majority of our North America consumer products businesses, will be successful.",There can be no assurance that our efforts to increase selling prices in response to increased costs will be successful.,0
"If we are unable to satisfy these or any of the other relevant covenants under the applicable agreement, the lenders could elect to terminate the ABL facility, the term loan facility and/or the accounts receivable securitization facility and require us to repay outstanding borrowings.","If we are unable to satisfy the financial covenant under the ABL facility or the financial tests under the accounts receivable securitization facility or comply with any of the other relevant covenants under the applicable agreement, the lenders could elect to terminate the ABL facility, the term loan facility and/or the accounts receivable securitization facility and require us to repay outstanding borrowings.",1
"A prolonged dispute with the covered employees or any labor unrest, strikes or other business interruptions in connection with labor negotiations or others could have an adverse impact on our operations.","A prolonged dispute with the covered employees or any labor unrest, strikes or other business interruptions in connection with labor negotiations or others could have an adverse impact on our operations, and adverse publicity in the marketplace related to union messaging could further harm our reputation and reduce customer demand for our services.",0
"Volatility and major fluctuations in scrap metal, pig iron, zinc and graphite electrode prices and availability, and our potential inability to pass higher costs on to our customers may constrain operating levels and reduce profit margins.","Volatility and major fluctuations in prices and availability of scrap metal, scrap substitutes, and supplies, and our potential inability to pass higher costs on to our customers, may constrain operating levels and reduce profit margins.",1
"Union contracts at the Company's facilities in Algona, Iowa; Atlanta, Georgia; Austin, Minnesota; and Beloit, Wisconsin will expire during fiscal 2019, covering approximately 2,300 employees.","The union contract at one of the Company's facilities will expire during fiscal 2020, covering less than 200 employees.",0
"In 2018, 49% of the Company’s sales were derived from domestic operations while 51% were derived from international operations.","In 2019, 50% of the Company’s sales were derived from domestic operations while 50% were derived from international operations.",1
The EU GDPR recently came into force and applies to the processing of personal information collected from individuals located in the EU.,"The EU GDPR applies to the processing of personal information collected from individuals located in the EU, creates additional compliance obligations and significantly increases fines for noncompliance.",0
Goodwill accounts for approximately 50 percent of our total assets.,Goodwill accounts for approximately 46 percent of our total assets.,1
These agreements provide the VA with the right to terminate the agreements without cause on short notice.,"As with that prior agreement, this agreement provides the VA with the right to terminate the agreements without cause on short notice.",1
"The inability to pursue such transactions, if it occurs, may adversely affect our company.","The inability to pursue any such transactions or any reduced flexibility in the management of our capital structure, may adversely affect our business, financial condition and results of operations.",0
"In the ordinary course of business, we are reliant upon adequate long-term and short-term financing to fund our significant capital expenditures, debt service and operating needs.","Our businesses are capital-intensive and, in the ordinary course of business, we are reliant upon adequate long-term and short-term financing to fund our significant capital expenditures, debt service and operating needs.",1
"Corporate tax reform, base-erosion efforts and tax transparency continue to be high priorities in many tax jurisdictions where we have business operations.","Corporate tax reform, base-erosion prevention efforts and tax transparency continue to be high priorities in many tax jurisdictions.",1
"In addition to our own sales force, we offer our products through a variety of third-party dealers, distributors, and resellers.","In addition to our own sales force, we offer our products through a variety of third-party dealers, distributors, and resellers who may also market other products that compete with our products.",0
"In addition, five worldwide distributors of our products accounted for 60.1% of our total net revenue for fiscal year 2018.","In addition, three worldwide distributors of our products accounted for 38.4% of our total net revenue for fiscal year 2019.",1
See note 11 to our consolidated financial statements.,See note 12 to our consolidated financial statements.,1
Affecting the Credit Rating Industry and Moodys Customers May Negatively Impact the Nature and Economics of the Companys Business.,Affecting the Credit Rating Industry and Moody’s Customers.,0
We continue to appeal the assessment through the Hungarian Administrative Court.,"We filed an appeal with the Hungarian Supreme Court on July 5, 2019.",0
"After closing, AE Supply will continue to provide access to the McElroy's Run CCR Impoundment Facility, which is not being transferred, and FE will provide certain guarantees for retained environmental liabilities of AE Supply, including the McElroy’s Run CCR Impoundment Facility.","AE Supply will continue to provide access to the McElroy's Run CCR Impoundment Facility, which was not transferred.",0
"In July 2017, the United Kingdom’s Financial Conduct Authority, which regulates LIBOR, announced that it intends to phase out LIBOR by the end of 2021.","In July 2017, the United Kingdom’s Financial Conduct Authority, which regulates LIBOR, announced that it intends to phase out LIBOR by the end of 2021, which could cause market volatility or disruption.",0
"In particular, effective May 25, 2018, the EU’s General Data Protection Regulation (GDPR) has strengthened data protection rules for individuals within the EU and the export of data outside of the EU.","The introduction of the EU’s General Data Protection Regulation (GDPR) in 2018 strengthened privacy rules for individuals within the EU, and greatly increased penalties for non-compliance.",0
"Further, the indentures governing the senior notes allow us to issue additional notes under certain circumstances which will also be guaranteed by the guarantors.","Further, the indentures governing our and our subsidiaries’ notes allow us to issue additional notes incur certain other additional debt and to have subsidiaries that do not guarantee the senior notes and which may incur additional debt, which would be structurally senior to the senior notes.",0
Maintaining our brand and reputation are important to our ability to recruit and retain employees.,"Maintaining our brand and reputation, as well as a diverse and inclusive work environment that enables all our employees to thrive, are important to our ability to recruit and retain employees.",0
"As a result, the Companys results of operations may be adversely affected by negative developments in the Australian market.","As a result, the Company’s business, results of operations and financial condition may be adversely affected by negative developments in the Australian market, including, for example, recent weakness in the Australian residential real estate market which has led, and may continue to lead, to lower listing volumes at REA Group.",0
"On June 23, 2016, the U.K. voted to exit from the E.U.","On January 31, 2020, the U.K. exited from the E.U.",0
"These administrative fines are discretionary and based, in each case, on a multi-factored approach.",These administrative fines are based on a multi-factored approach.,1
"In addition, the trading prices of the securities of technology companies in general have been highly volatile, and the volatility in market price and trading volume of securities is often unrelated or disproportionate to the financial performance of the companies issuing the securities.","In addition, technology companies in general have highly volatile stock prices, and the volatility in stock price and trading volume of securities is often unrelated or disproportionate to the financial performance of the companies issuing the securities.",1
"Further changes in U.S. trade policy (including new or additional increases in duties or tariffs), additional retaliatory actions by U.S. trade partners, or worsening of economic conditions could have a material adverse effect on the Company's business, results of operations or financial condition.",Further changes in U.S. trade policy (including new or additional increases in duties or tariffs) and additional retaliatory actions by U.S. trade partners could result in a worsening of economic conditions.,0
"During each of fiscal 2018, 2017, and 2016, our largest customer, McDonald’s Corporation and its affiliates, accounted for approximately 11% of our net sales.","Our largest customer, McDonald’s Corporation, accounted for approximately 10% of our consolidated net sales in fiscal 2019, and 11% of our consolidated net sales in both 2018 and 2017.",1
"Approximately 6.5% of our total revenues in 2018, 7.4% of our total revenues in 2017 and 7.2% of our total revenues in 2016 were derived from our international franchise segment, a majority of which were denominated in foreign currencies.","International franchise royalties and fees represented approximately 6.7% of our total revenues in 2019, 6.5% of our total revenues in 2018 and 7.4% of our total revenues in 2017, a majority of which were denominated in foreign currencies.",1
"Despite careful security and controls design, implementation, updating and independent third party verification, our information technology systems, and those of our third party providers, could become subject to employee error or malfeasance, cyber attacks, or natural disasters.","Despite careful security and controls design, implementation, updating and independent third party verification, our information technology systems, and those of our third party providers or joint venture partners, could become subject to employee error or malfeasance, cyber attacks by common hackers, criminal groups or nation-state organizations or social activist (hacktivist) organizations, geopolitical events, natural disasters, failures or impairments of telecommunications networks or other catastrophic events.",0
"Our operations are located in areas that are subject to natural disasters and severe weather conditions such as hurricanes, tornados, earthquakes, snow storms, floods and fires.","Our operations are located in areas that are subject to natural disasters and severe weather conditions such as hurricanes, tornados, earthquakes, snowstorms, floods and fires, and the frequency of these natural disasters and severe weather conditions may increase due to climate change.",0
"Management-established limits (including a corporate wide value-at-risk metric), with robust internal reporting, help to optimize results versus the Company’s strategic plans.","Management-established limits (including a corporate wide value-at-risk metric), with robust internal reporting, help to manage risks in pursuit of driving performance.",1
"In the ordinary course of our business, there are many transactions and calculations where the ultimate tax determination is uncertain.",There are many transactions and calculations where the ultimate tax treatment is uncertain.,1
"There can be no assurance that such conditions will not have a material adverse effect on our properties, operations, or business.","However, we cannot be certain that the amount of coverage will be adequate to satisfy damages or losses incurred in the event of another wildfire or other natural or manmade disaster, which may lead to a material adverse effect on our properties, operations, and our business, or those of our tenants.",0
"The Company may experience difficulty and unanticipated expenses associated with purchasing and integrating such acquisitions, and the acquisitions may not perform as expected.","From time to time, the Company experiences difficulty and unanticipated expenses associated with purchasing and integrating acquisitions, and acquisitions do not always perform as expected.",0
"As a result, if vacancies continue for a longer period of time than we expect or indefinitely, we may suffer reduced revenues, which may have a material adverse effect on us.","As a result, if vacancies continue for a longer period of time than we expect or indefinitely, we may suffer reduced revenues, incur additional operating expenses and capital expenditures, and our homes could be substantially impaired, all of which may have a material adverse effect on us.",0
"In 2018, approximately 68 percent of our total sales were generated outside the United States.","In 2019, approximately 65 percent of our total sales were generated outside the United States.",1
"These and other rules to implement the changes have yet to be finalized, and the final timing, scope and impact of these changes to the regulatory framework applicable to financial institutions remain uncertain.","The final timing, scope and impact of these changes to the regulatory framework applicable to financial institutions remains uncertain.",1
Impairment charges associated with goodwill are generally not tax-deductible and will result in an increased effective income tax rate in the period the impairment is recorded.,"Furthermore, impairment charges are generally not tax-deductible and will result in an increased effective income tax rate in the period the impairment is recorded.",1
"While some recent actions have provided some regulatory relief, the general trend has been toward greater regulation.",The general trend has been toward greater regulation of rail transportation over recent years.,1
"We may acquire new businesses (as we did with Trade Secret in fiscal 2016 and STP in fiscal 2013), invest in or enter into joint ventures with other businesses, develop new businesses internally (as with Homesense, our new U.S. home store concept) and divest, close or consolidate businesses.","We may acquire new businesses (as we did with our Australia business in fiscal 2016 and Sierra in fiscal 2013), invest in or enter into joint ventures with other businesses, develop new businesses internally (as with Homesense, our U.S. home store concept launched in fiscal 2018) and divest, close or consolidate businesses.",1
"In addition, other lawsuits, investigations and reports related to the 2017 cybersecurity incident may be filed, commenced or issued.","In addition, other lawsuits and investigations related to the 2017 cybersecurity incident are still outstanding and additional lawsuits or investigations may be filed, commenced or issued.",0
"There can be no assurance that our hedging arrangements will be cost-effective, will provide any particular level of protection against rises in fuel prices or that our counterparties will be able to perform under our hedging arrangements.",There can be no assurance that our hedging arrangements will be cost-effective or that our counterparties will be able to perform under our hedging arrangements.,0
"In addition, other countries, such as France, Germany and Vietnam, have passed restrictions or bans on antibiotic use.","For example, regulations regarding antibiotic usage in animals have been introduced in certain markets, including the U.S., the EU, China, France, Germany, and Vietnam.",0
"On October 4, 2018, we entered into cross-currency swap agreements with six different financial institutions to hedge against the effect of variability in the U.S. dollar to euro exchange rate.","In 2018 and 2019, we entered into cross-currency swap agreements with several financial institutions to hedge against the effect of variability in the U.S. dollar to euro exchange rate.",1
Mr. Crawford joined Eastman in 1984.,Mr. Crawford joined Eastman in 1984 and held leadership positions of increasing responsibility in both the manufacturing and technology organizations.,1
"If our systems do not achieve and maintain an adequate level of acceptance by people with diabetes, physicians and healthcare payors, we may not generate significant product revenue and we may not become profitable.","If our CGM systems do not achieve and maintain an adequate level of acceptance by people with diabetes, healthcare professionals, including physicians, and third party payors, our future revenue may be reduced and our business may be harmed.",0
"These agreements may not be enforceable in certain jurisdictions in which we operate, and we cannot ensure that we would be successful in defending a challenge by our current or former employees or independent contractors to such agreements.","If these agreements are not enforceable in any of the jurisdictions in which we operate, we cannot ensure that we will own the intellectual property they create or that our proprietary information will not be disclosed.",0
"These newly imposed or threatened U.S. tariffs and retaliatory tariffs could have the effect of increasing the cost of materials for our products, which could result in our products becoming less competitive or generating lower margins.","In any event, high tariffs generally increase the cost of materials for our products, which could result in our products becoming less competitive or generating lower margins.",1
"In the United States, pricing pressures continue on many of the Company’s products and, in several international markets, government-mandated pricing actions have reduced prices of generic and patented drugs.","In several international markets, government-mandated pricing actions have reduced prices of generic and patented drugs.",0
"In addition, if a serious operational accident were to occur, it could have a material adverse effect on the results of operations, financial position, cash flows and reputation of the Duke Energy Registrants.","Any losses not covered by insurance, or any increases in the cost of applicable insurance as a result of such accident, could have a material adverse effect on the results of operations, financial position, cash flows and reputation of the Duke Energy Registrants.",0
"If adopted in its current form, the rule could have a detrimental impact to all Medicare Advantage insurers and affect the ability of plans to deliver high quality health care for the population served.","If adopted in its current form, the rule could result in some combination of degraded plan benefits, higher monthly premiums or reduced choice for the population served by all Medicare Advantage insurers.",0
"The OIG also is auditing our risk adjustment data and that of other companies, and we expect CMS and the OIG to continue auditing risk adjustment data.","CMS and the Office of the Inspector General of the U.S. Department of Health and Human Services (the “OIG”) also are auditing the risk adjustment-related data of certain of our Medicare Advantage plans, and the number of such audits continues to increase.",1
The creation of Alphabet as a holding company in 2015 and the investments that we are making across various areas in Google and Other Bets are a reflection of our ongoing efforts to innovate and provide products and services that are useful to users.,"The investments that we are making across Google and Other Bets reflect our ongoing efforts to innovate and provide products and services that are useful to users, advertisers, publishers, customers, and content providers.",0
"Further, as a result of the November 2016 U.S. presidential election, there are continued uncertainties associated with efforts to change or repeal certain provisions of the ACA or other healthcare reforms, and we cannot predict their full effect on the Company at this time.","Further, as a result of the November 2016 U.S. presidential election and the November 2018 midterm election, there are continued uncertainties associated with efforts to change or repeal certain provisions of the ACA as well as moves to achieve universal healthcare coverage.",0
"•We face many product liability claims and are self-insured; we could face large numbers of claims in the future, which could adversely affect our business.","•We face litigation and investigations related to our products and our pricing practices and are self-insured; we could face large numbers of claims in the future, which could adversely affect our business.",0
"Of the $29.0 billion with a heightened risk of future impairments, $9.3 billion is attributable to reporting units with 0% excess fair value over carrying amount.",The aggregate goodwill carrying amount of reporting units with fair value over carrying amount between 20-50% was $2.4 billion and there were no reporting units with fair value over carrying amount in excess of 50% as of their latest 2019 impairment testing date.,0
"If all of our accumulated unrepatriated Indian earnings were to be repatriated, based on our current interpretation of India tax law, we estimate that we would incur an additional income tax expense of approximately $980 million.",A change in our intent not to repatriate Indian accumulated undistributed earnings would result in a material increase to our provision for income taxes and a decrease in our net income and earnings per share in the period such decision is made.,0
"We may not be able to successfully acquire new businesses or integrate acquisitions, which could cause our growth and profitability objectives to suffer.","We may not be able to successfully acquire new businesses or integrate acquisitions, and we may not be able to successfully divest certain businesses.",0
"If we are unable to increase HIV sales or if HCV sales decrease more than anticipated, then our results of operations may be adversely affected.","If we are unable to increase or maintain our HIV sales, then our results of operations may be adversely affected.",0
"Additionally, the loss of confidential, personal, or proprietary information (whether our own, our employees’, our suppliers’, or our customers’), regardless of the cause, could result in a business interruption, reputational damage, lost revenue, litigation, penalties or higher costs.","Given our reliance on information technology (our own and our third-party providers’), a significant interruption in the availability of information technology, regardless of the cause, or the loss of confidential, personal, or proprietary information (whether our own, our employees’, our suppliers’, or our customers’), regardless of the cause, could negatively impact our operations.",0
Such events could significantly harm our ability to conduct normal business operations and negatively impact our financial results.,"Any of the foregoing may have a material adverse effect on our business, operating results and financial condition.",1
